User ID,Delivery Address,Delivery Frequency,Preferred Delivery Day,Latitude,Longitude,City
11829,"36271 Jenna Circles, Sarnia, ON",1,Saturday,42.9745,-82.4066,Sarnia
11830,"959 Angela Brook, Hamilton, ON",3,"Tuesday, Wednesday, Friday",43.2557,-79.8711,Hamilton
11831,"07849 Jensen Extensions, Timmins, ON",1,Sunday,48.4758,-81.3305,Timmins
11832,"685 Smith Station, Kingston, ON",3,"Friday, Saturday, Sunday",44.2312,-76.486,Kingston
11833,"84870 Wright Ports, Timmins, ON",5,"Saturday, Monday, Tuesday, Wednesday, Friday",48.4758,-81.3305,Timmins
11834,"74208 Scott Mews, Guelph, ON",5,"Monday, Sunday, Wednesday, Friday, Thursday",43.5448,-80.2482,Guelph
11835,"6194 John Corners, Leamington, ON",5,"Sunday, Wednesday, Thursday, Tuesday, Friday",42.0501,-82.606,Leamington
11836,"46025 Reyes Run, Brantford, ON",2,"Sunday, Thursday",43.1394,-80.2644,Brantford
11837,"098 Martin Forge, North Bay, ON",3,"Tuesday, Thursday, Monday",46.3098,-79.46,North Bay
11838,"807 Gutierrez Islands, St. Catharines, ON",6,"Saturday, Thursday, Sunday, Tuesday, Monday, Wednesday",43.1594,-79.2469,St. Catharines
11839,"135 Lindsay Brook, Clarence-Rockland, ON",4,"Thursday, Monday, Sunday, Wednesday",45.5887,-75.5127,Clarence-Rockland
11840,"304 Elizabeth Islands, Niagara Falls, ON",6,"Wednesday, Thursday, Friday, Sunday, Saturday, Monday",43.0896,-79.0849,Niagara Falls
11841,"61324 Anderson View, Quinte West, ON",4,"Tuesday, Saturday, Sunday, Thursday",44.1802,-77.3711,Quinte West
11842,"50885 Roger Stream, London, ON",3,"Tuesday, Sunday, Saturday",42.9849,-81.2453,London
11843,"074 Kimberly Glens, Sarnia, ON",5,"Monday, Sunday, Tuesday, Saturday, Thursday",42.9745,-82.4066,Sarnia
11844,"18292 Stacey Course, Markham, ON",5,"Sunday, Monday, Wednesday, Friday, Tuesday",43.8561,-79.337,Markham
11845,"8336 James Walks, Guelph, ON",3,"Thursday, Tuesday, Wednesday",43.5448,-80.2482,Guelph
11846,"897 Darius Ways, Norfolk County, ON",5,"Monday, Wednesday, Saturday, Sunday, Friday",42.8429,-80.8649,Norfolk County
11847,"38988 Stephanie Mount, Timmins, ON",5,"Saturday, Thursday, Sunday, Monday, Tuesday",48.4758,-81.3305,Timmins
11848,"8594 Woodward Views, Pembroke, ON",3,"Tuesday, Thursday, Monday",45.826,-77.1099,Pembroke
11849,"9109 Mayer Branch, Port Colborne, ON",5,"Tuesday, Monday, Wednesday, Sunday, Friday",42.883,-79.232,Port Colborne
11850,"622 Downs Ranch, Elliot Lake, ON",6,"Tuesday, Monday, Friday, Wednesday, Thursday, Saturday",46.3848,-82.6493,Elliot Lake
11851,"989 Jennifer Overpass, Brant, ON",3,"Tuesday, Saturday, Sunday",43.142,-80.2681,Brant
11852,"3528 Amy Forest, Leamington, ON",7,"Tuesday, Saturday, Monday, Sunday, Wednesday, Friday, Thursday",42.0501,-82.606,Leamington
11853,"535 Bryce Rapids, Markham, ON",4,"Friday, Sunday, Wednesday, Monday",43.8561,-79.337,Markham
11854,"357 Victor Road, Brampton, ON",4,"Monday, Wednesday, Thursday, Tuesday",43.7315,-79.7624,Brampton
11855,"1182 Elizabeth Summit, Peterborough, ON",5,"Sunday, Thursday, Monday, Tuesday, Friday",44.3091,-78.3197,Peterborough
11856,"798 Patrick Rapids, Elliot Lake, ON",5,"Thursday, Sunday, Monday, Wednesday, Friday",46.3848,-82.6493,Elliot Lake
11857,"288 Hanson Tunnel, Kitchener, ON",6,"Saturday, Monday, Friday, Thursday, Tuesday, Sunday",43.4504,-80.4825,Kitchener
11858,"0839 Howe Isle, Kitchener, ON",3,"Sunday, Friday, Tuesday",43.4504,-80.4825,Kitchener
11859,"7473 Marcus Summit, Guelph, ON",2,"Saturday, Sunday",43.5448,-80.2482,Guelph
11860,"827 Beck Extensions, Ottawa, ON",4,"Monday, Tuesday, Saturday, Wednesday",45.4215,-75.6993,Ottawa
11861,"053 Heather Prairie, Brampton, ON",5,"Wednesday, Sunday, Tuesday, Thursday, Friday",43.7315,-79.7624,Brampton
11862,"38905 Gregory Green, Kitchener, ON",5,"Friday, Sunday, Wednesday, Tuesday, Thursday",43.4504,-80.4825,Kitchener
11863,"34936 Salazar Brooks, Stratford, ON",3,"Tuesday, Wednesday, Monday",43.3712,-80.9818,Stratford
11864,"63701 Jessica Via, North Bay, ON",3,"Monday, Tuesday, Thursday",46.3098,-79.46,North Bay
11865,"981 Kenneth Springs, Port Colborne, ON",3,"Thursday, Wednesday, Saturday",42.883,-79.232,Port Colborne
11866,"829 Kayla Inlet, Woodstock, ON",4,"Saturday, Monday, Friday, Thursday",43.1312,-80.7565,Woodstock
11867,"35216 Melissa Inlet, Prince Edward County, ON",2,"Thursday, Wednesday",43.9991,-77.124,Prince Edward County
11868,"552 Maria Pine, Kingston, ON",1,Wednesday,44.2312,-76.486,Kingston
11869,"484 Johnson Track, Cornwall, ON",3,"Wednesday, Monday, Thursday",45.0185,-74.7397,Cornwall
11870,"0389 Mathis Throughway, Welland, ON",7,"Wednesday, Tuesday, Friday, Monday, Thursday, Saturday, Sunday",42.9918,-79.2359,Welland
11871,"376 Dakota Ranch, Owen Sound, ON",3,"Wednesday, Thursday, Saturday",44.5668,-80.9405,Owen Sound
11872,"9572 Castillo Grove, Guelph, ON",4,"Sunday, Tuesday, Monday, Friday",43.5448,-80.2482,Guelph
11873,"16074 Kendra Pass, Stratford, ON",5,"Saturday, Sunday, Monday, Friday, Thursday",43.3712,-80.9818,Stratford
11874,"305 Gonzalez Street, Waterloo, ON",5,"Sunday, Monday, Saturday, Wednesday, Tuesday",43.4643,-80.5204,Waterloo
11875,"32806 Garcia Alley, Markham, ON",6,"Wednesday, Thursday, Saturday, Friday, Monday, Sunday",43.8561,-79.337,Markham
11876,"0736 Mckinney Junctions, Windsor, ON",4,"Sunday, Friday, Wednesday, Thursday",42.3149,-83.0364,Windsor
11877,"1525 Page Mill, Pickering, ON",4,"Wednesday, Tuesday, Friday, Monday",43.8358,-79.3483,Pickering
11878,"39660 Delacruz Trail, Chatham, ON",4,"Tuesday, Wednesday, Sunday, Saturday",42.4254,-82.1892,Chatham
11879,"854 Diane Burgs, Sarnia, ON",1,Sunday,42.9745,-82.4066,Sarnia
11880,"67962 Clark Key, Chatham, ON",3,"Wednesday, Tuesday, Monday",42.4254,-82.1892,Chatham
11881,"878 Powell River, Guelph, ON",2,"Friday, Saturday",43.5448,-80.2482,Guelph
11882,"9106 Evans Greens, Vaughan, ON",3,"Tuesday, Saturday, Thursday",43.8361,-79.4982,Vaughan
11883,"47025 Mcguire Pass, Norfolk County, ON",5,"Tuesday, Friday, Thursday, Sunday, Wednesday",42.8429,-80.8649,Norfolk County
11884,"547 Robin Islands, Kingston, ON",1,Saturday,44.2312,-76.486,Kingston
11885,"61716 Mendoza Rest, Elliot Lake, ON",3,"Saturday, Thursday, Sunday",46.3848,-82.6493,Elliot Lake
11886,"51999 Freeman Villages, Kitchener, ON",5,"Friday, Monday, Wednesday, Tuesday, Saturday",43.4504,-80.4825,Kitchener
11887,"43181 Bryan Estate, Temiskaming Shores, ON",1,Saturday,47.5087,-79.677,Temiskaming Shores
11888,"312 Samantha Rapids, Oshawa, ON",1,Monday,43.8975,-78.8635,Oshawa
11889,"1751 George Tunnel, Quinte West, ON",4,"Sunday, Monday, Friday, Thursday",44.1802,-77.3711,Quinte West
11890,"72512 Benjamin Overpass, St. Catharines, ON",4,"Tuesday, Wednesday, Thursday, Monday",43.1594,-79.2469,St. Catharines
11891,"45590 Bradley Green, Ottawa, ON",5,"Sunday, Saturday, Monday, Wednesday, Friday",45.4215,-75.6993,Ottawa
11892,"902 Julie Plaza, Richmond Hill, ON",3,"Wednesday, Tuesday, Monday",43.8828,-79.4407,Richmond Hill
11893,"349 Greg Road, Thunder Bay, ON",1,Saturday,48.382,-89.2466,Thunder Bay
11894,"9827 White Wells, Mississauga, ON",2,"Saturday, Friday",43.589,-79.6441,Mississauga
11895,"0819 Davis Loaf, Kenora, ON",3,"Friday, Thursday, Sunday",49.7661,-94.4894,Kenora
11896,"7829 Gomez Wall, Clarence-Rockland, ON",3,"Tuesday, Thursday, Wednesday",45.5887,-75.5127,Clarence-Rockland
11897,"780 Rivera Fork, Temiskaming Shores, ON",3,"Wednesday, Thursday, Saturday",47.5087,-79.677,Temiskaming Shores
11898,"773 Hamilton Ports, Sault Ste. Marie, ON",5,"Tuesday, Wednesday, Monday, Friday, Thursday",46.5208,-84.3469,Sault Ste. Marie
11899,"397 Romero Orchard, Pickering, ON",3,"Wednesday, Sunday, Friday",43.8358,-79.3483,Pickering
11900,"558 Jessica Locks, Hamilton, ON",5,"Friday, Monday, Saturday, Thursday, Sunday",43.2557,-79.8711,Hamilton
11901,"65364 Mcneil Mission, Clarence-Rockland, ON",3,"Tuesday, Friday, Thursday",45.5887,-75.5127,Clarence-Rockland
11902,"985 Adams Crescent, North Bay, ON",2,"Wednesday, Tuesday",46.3098,-79.46,North Bay
11903,"02589 Martin Spurs, St. Catharines, ON",6,"Monday, Wednesday, Tuesday, Thursday, Sunday, Friday",43.1594,-79.2469,St. Catharines
11904,"80655 Jeremy Canyon, Markham, ON",4,"Tuesday, Wednesday, Saturday, Monday",43.8561,-79.337,Markham
11905,"2832 Huang Road, Orillia, ON",6,"Tuesday, Friday, Sunday, Monday, Wednesday, Thursday",44.6087,-79.42,Orillia
11906,"87831 Parker Plaza, Temiskaming Shores, ON",6,"Saturday, Sunday, Wednesday, Thursday, Friday, Monday",47.5087,-79.677,Temiskaming Shores
11907,"465 Denise Park, Prince Edward County, ON",3,"Sunday, Saturday, Tuesday",43.9991,-77.124,Prince Edward County
11908,"2025 Eric Mission, Port Colborne, ON",4,"Wednesday, Tuesday, Sunday, Friday",42.883,-79.232,Port Colborne
11909,"17275 Shannon Ridge, Orillia, ON",4,"Monday, Wednesday, Saturday, Tuesday",44.6087,-79.42,Orillia
11910,"711 Hunt Circle, Owen Sound, ON",2,"Thursday, Tuesday",44.5668,-80.9405,Owen Sound
11911,"12086 Moss Crossroad, Kawartha Lakes, ON",4,"Monday, Thursday, Tuesday, Wednesday",44.4254,-78.7877,Kawartha Lakes
11912,"95080 Luis Ville, Greater Sudbury, ON",4,"Wednesday, Monday, Friday, Saturday",46.49,-80.99,Greater Sudbury
11913,"086 Kyle Road, Chatham, ON",4,"Sunday, Saturday, Wednesday, Monday",42.4254,-82.1892,Chatham
11914,"202 Tammy Oval, Quinte West, ON",4,"Friday, Monday, Sunday, Tuesday",44.1802,-77.3711,Quinte West
11915,"235 Emily Junction, North Bay, ON",3,"Wednesday, Friday, Tuesday",46.3098,-79.46,North Bay
11916,"252 Banks Locks, Kawartha Lakes, ON",6,"Saturday, Tuesday, Thursday, Sunday, Wednesday, Friday",44.4254,-78.7877,Kawartha Lakes
11917,"79750 Wu Viaduct, Chatham, ON",7,"Wednesday, Thursday, Friday, Saturday, Sunday, Monday, Tuesday",42.4254,-82.1892,Chatham
11918,"799 Rose Squares, Kenora, ON",3,"Monday, Sunday, Friday",49.7661,-94.4894,Kenora
11919,"9442 Kathryn Port, Greater Sudbury, ON",5,"Tuesday, Monday, Sunday, Saturday, Friday",46.49,-80.99,Greater Sudbury
11920,"18050 Randall Radial, Chatham, ON",2,"Thursday, Saturday",42.4254,-82.1892,Chatham
11921,"8013 Jackson Trafficway, Ottawa, ON",2,"Tuesday, Thursday",45.4215,-75.6993,Ottawa
11922,"52045 Christina Lights, Prince Edward County, ON",6,"Tuesday, Friday, Sunday, Wednesday, Thursday, Saturday",43.9991,-77.124,Prince Edward County
11923,"667 Darren Port, Clarence-Rockland, ON",3,"Sunday, Saturday, Wednesday",45.5887,-75.5127,Clarence-Rockland
11924,"8990 Natalie Mews, North Bay, ON",4,"Monday, Tuesday, Friday, Sunday",46.3098,-79.46,North Bay
11925,"645 Zachary Turnpike, Niagara Falls, ON",3,"Wednesday, Tuesday, Thursday",43.0896,-79.0849,Niagara Falls
11926,"8288 Peterson Ramp, Oshawa, ON",5,"Wednesday, Monday, Tuesday, Sunday, Saturday",43.8975,-78.8635,Oshawa
11927,"4605 Bell Mountain, Sault Ste. Marie, ON",4,"Wednesday, Saturday, Tuesday, Thursday",46.5208,-84.3469,Sault Ste. Marie
11928,"8136 Blake Vista, Cambridge, ON",4,"Monday, Wednesday, Tuesday, Saturday",43.3601,-80.3127,Cambridge
11929,"6548 Rodriguez Canyon, Richmond Hill, ON",3,"Thursday, Tuesday, Wednesday",43.8828,-79.4407,Richmond Hill
11930,"2180 Roberts Falls, Dryden, ON",3,"Saturday, Thursday, Wednesday",49.7839,-92.8363,Dryden
11931,"475 Lisa Parks, Kawartha Lakes, ON",2,"Friday, Thursday",44.4254,-78.7877,Kawartha Lakes
11932,"06533 Angela Estate, Toronto, ON",5,"Monday, Wednesday, Tuesday, Thursday, Friday",43.6532,-79.3832,Toronto
11933,"181 Garcia Junctions, Sault Ste. Marie, ON",2,"Friday, Thursday",46.5208,-84.3469,Sault Ste. Marie
11934,"450 Danny Isle, Chatham, ON",5,"Sunday, Monday, Thursday, Saturday, Friday",42.4254,-82.1892,Chatham
11935,"39201 Margaret Plaza, Guelph, ON",4,"Saturday, Wednesday, Monday, Friday",43.5448,-80.2482,Guelph
11936,"4446 Griffin Brook, Guelph, ON",1,Saturday,43.5448,-80.2482,Guelph
11937,"61780 Bruce Shores, Norfolk County, ON",3,"Thursday, Monday, Sunday",42.8429,-80.8649,Norfolk County
11938,"35300 Diaz Falls, Elliot Lake, ON",3,"Tuesday, Saturday, Thursday",46.3848,-82.6493,Elliot Lake
11939,"58827 Mccarthy Road, Brant, ON",5,"Sunday, Wednesday, Saturday, Friday, Thursday",43.142,-80.2681,Brant
11940,"72202 Gomez Brooks, Brant, ON",3,"Tuesday, Wednesday, Thursday",43.142,-80.2681,Brant
11941,"4730 Lori Junction, Sault Ste. Marie, ON",6,"Friday, Wednesday, Thursday, Sunday, Tuesday, Monday",46.5208,-84.3469,Sault Ste. Marie
11942,"8916 Lawrence Trafficway, Clarence-Rockland, ON",6,"Wednesday, Friday, Tuesday, Sunday, Monday, Saturday",45.5887,-75.5127,Clarence-Rockland
11943,"204 Robert Avenue, Stratford, ON",4,"Saturday, Wednesday, Tuesday, Sunday",43.3712,-80.9818,Stratford
11944,"9557 Danielle Villages, Hamilton, ON",4,"Monday, Tuesday, Sunday, Saturday",43.2557,-79.8711,Hamilton
11945,"86509 Sarah Track, Niagara Falls, ON",4,"Tuesday, Monday, Wednesday, Friday",43.0896,-79.0849,Niagara Falls
11946,"2879 Wright View, Peterborough, ON",2,"Saturday, Friday",44.3091,-78.3197,Peterborough
11947,"03106 Kristy Village, Belleville, ON",6,"Friday, Sunday, Thursday, Monday, Tuesday, Wednesday",44.1636,-77.3835,Belleville
11948,"6440 Mason Pass, Norfolk County, ON",5,"Tuesday, Sunday, Saturday, Friday, Thursday",42.8429,-80.8649,Norfolk County
11949,"588 Burns Freeway, Kitchener, ON",7,"Sunday, Wednesday, Friday, Tuesday, Saturday, Thursday, Monday",43.4504,-80.4825,Kitchener
11950,"50685 Julie Roads, Haldimand County, ON",4,"Wednesday, Tuesday, Friday, Saturday",42.9229,-79.8663,Haldimand County
11951,"630 Colleen Run, Waterloo, ON",5,"Tuesday, Wednesday, Monday, Friday, Thursday",43.4643,-80.5204,Waterloo
11952,"693 Silva Rue, Woodstock, ON",3,"Thursday, Wednesday, Tuesday",43.1312,-80.7565,Woodstock
11953,"4978 Griffith Haven, Kenora, ON",3,"Friday, Monday, Thursday",49.7661,-94.4894,Kenora
11954,"57431 Tyler Roads, Pembroke, ON",4,"Monday, Wednesday, Thursday, Friday",45.826,-77.1099,Pembroke
11955,"6694 Jackson Well, Cambridge, ON",3,"Monday, Saturday, Friday",43.3601,-80.3127,Cambridge
11956,"101 Brandon Greens, Woodstock, ON",6,"Sunday, Saturday, Tuesday, Friday, Thursday, Wednesday",43.1312,-80.7565,Woodstock
11957,"08502 Carolyn Point, Vaughan, ON",5,"Tuesday, Saturday, Monday, Sunday, Wednesday",43.8361,-79.4982,Vaughan
11958,"97646 Abbott Cliffs, Ottawa, ON",4,"Thursday, Tuesday, Sunday, Saturday",45.4215,-75.6993,Ottawa
11959,"1839 Kenneth Turnpike, Woodstock, ON",4,"Wednesday, Sunday, Thursday, Monday",43.1312,-80.7565,Woodstock
11960,"10059 Williamson Walks, Kenora, ON",4,"Sunday, Tuesday, Saturday, Thursday",49.7661,-94.4894,Kenora
11961,"92303 Smith Center, Sarnia, ON",5,"Saturday, Tuesday, Sunday, Friday, Wednesday",42.9745,-82.4066,Sarnia
11962,"3478 Carrillo Estates, Norfolk County, ON",6,"Monday, Tuesday, Saturday, Thursday, Friday, Wednesday",42.8429,-80.8649,Norfolk County
11963,"63449 Karen Meadow, Brockville, ON",4,"Monday, Thursday, Sunday, Friday",44.5895,-75.6844,Brockville
11964,"3060 Neal Walks, Markham, ON",5,"Monday, Tuesday, Saturday, Sunday, Wednesday",43.8561,-79.337,Markham
11965,"754 Cantu Camp, Cornwall, ON",2,"Thursday, Saturday",45.0185,-74.7397,Cornwall
11966,"6657 Taylor Pass, Brant, ON",5,"Tuesday, Thursday, Monday, Sunday, Friday",43.142,-80.2681,Brant
11967,"7211 Cynthia Burg, Leamington, ON",4,"Monday, Thursday, Saturday, Wednesday",42.0501,-82.606,Leamington
11968,"54400 Kurt Mountain, Sault Ste. Marie, ON",3,"Saturday, Thursday, Friday",46.5208,-84.3469,Sault Ste. Marie
11969,"9958 Harrison Cape, Haldimand County, ON",3,"Wednesday, Monday, Saturday",42.9229,-79.8663,Haldimand County
11970,"62924 Lisa Cape, St. Catharines, ON",5,"Tuesday, Thursday, Sunday, Saturday, Monday",43.1594,-79.2469,St. Catharines
11971,"842 Rachael Ridges, Quinte West, ON",4,"Saturday, Friday, Thursday, Wednesday",44.1802,-77.3711,Quinte West
11972,"963 Allen Stream, St. Catharines, ON",4,"Wednesday, Thursday, Tuesday, Sunday",43.1594,-79.2469,St. Catharines
11973,"124 Anna Radial, Windsor, ON",3,"Monday, Wednesday, Friday",42.3149,-83.0364,Windsor
11974,"29807 Green Loop, Sarnia, ON",6,"Friday, Tuesday, Sunday, Saturday, Monday, Thursday",42.9745,-82.4066,Sarnia
11975,"99019 Larry Knolls, Temiskaming Shores, ON",5,"Thursday, Wednesday, Friday, Tuesday, Monday",47.5087,-79.677,Temiskaming Shores
11976,"89281 Rachel Pike, Port Colborne, ON",6,"Monday, Saturday, Sunday, Wednesday, Tuesday, Friday",42.883,-79.232,Port Colborne
11977,"97822 Williams Hills, Kingston, ON",3,"Monday, Saturday, Wednesday",44.2312,-76.486,Kingston
11978,"8095 Theodore Forest, Prince Edward County, ON",3,"Monday, Saturday, Sunday",43.9991,-77.124,Prince Edward County
11979,"996 Johnson Trafficway, North Bay, ON",1,Thursday,46.3098,-79.46,North Bay
11980,"04279 Bradley Isle, Burlington, ON",1,Thursday,43.3255,-79.799,Burlington
11981,"229 Sweeney Radial, St. Catharines, ON",5,"Sunday, Thursday, Saturday, Friday, Monday",43.1594,-79.2469,St. Catharines
11982,"08880 Phillips Ridges, North Bay, ON",5,"Wednesday, Sunday, Monday, Tuesday, Friday",46.3098,-79.46,North Bay
11983,"64545 Chelsea Ranch, Brant, ON",7,"Sunday, Saturday, Wednesday, Monday, Tuesday, Thursday, Friday",43.142,-80.2681,Brant
11984,"57238 Rebecca Field, Greater Sudbury, ON",6,"Wednesday, Tuesday, Sunday, Monday, Friday, Thursday",46.49,-80.99,Greater Sudbury
11985,"04243 Brown Common, Cornwall, ON",3,"Wednesday, Sunday, Thursday",45.0185,-74.7397,Cornwall
11986,"013 John Field, Cambridge, ON",4,"Monday, Friday, Sunday, Saturday",43.3601,-80.3127,Cambridge
11987,"16720 Jerry Landing, Sarnia, ON",2,"Sunday, Saturday",42.9745,-82.4066,Sarnia
11988,"273 Smith Plaza, Ottawa, ON",3,"Monday, Thursday, Saturday",45.4215,-75.6993,Ottawa
11989,"26117 Kevin Spurs, Brockville, ON",1,Monday,44.5895,-75.6844,Brockville
11990,"30994 Robin Fields, Welland, ON",2,"Sunday, Friday",42.9918,-79.2359,Welland
11991,"598 Herman Spurs, Prince Edward County, ON",2,"Tuesday, Monday",43.9991,-77.124,Prince Edward County
11992,"814 Park Parkway, Temiskaming Shores, ON",1,Thursday,47.5087,-79.677,Temiskaming Shores
11993,"580 Alex Extension, Temiskaming Shores, ON",1,Saturday,47.5087,-79.677,Temiskaming Shores
11994,"9228 Stacy Bypass, Greater Sudbury, ON",4,"Wednesday, Friday, Sunday, Thursday",46.49,-80.99,Greater Sudbury
11995,"398 George Fields, Barrie, ON",7,"Tuesday, Monday, Saturday, Friday, Sunday, Thursday, Wednesday",44.3894,-79.6903,Barrie
11996,"716 Castro Forges, Port Colborne, ON",3,"Tuesday, Sunday, Friday",42.883,-79.232,Port Colborne
11997,"8781 Lisa Divide, Elliot Lake, ON",5,"Sunday, Friday, Saturday, Thursday, Monday",46.3848,-82.6493,Elliot Lake
11998,"1226 Lauren Burgs, Toronto, ON",4,"Sunday, Thursday, Monday, Tuesday",43.6532,-79.3832,Toronto
11999,"113 Stephanie Underpass, Kenora, ON",3,"Friday, Thursday, Saturday",49.7661,-94.4894,Kenora
12000,"75037 Norton Ports, Kenora, ON",1,Sunday,49.7661,-94.4894,Kenora
12001,"203 Graves Shoal, Brant, ON",3,"Wednesday, Sunday, Tuesday",43.142,-80.2681,Brant
12002,"7185 Morgan Plains, Prince Edward County, ON",6,"Sunday, Saturday, Friday, Wednesday, Thursday, Tuesday",43.9991,-77.124,Prince Edward County
12003,"85299 Jared Flat, Thunder Bay, ON",2,"Thursday, Saturday",48.382,-89.2466,Thunder Bay
12004,"79548 Smith Fall, Kingston, ON",3,"Monday, Saturday, Tuesday",44.2312,-76.486,Kingston
12005,"45775 Lauren Gardens, North Bay, ON",4,"Thursday, Saturday, Friday, Monday",46.3098,-79.46,North Bay
12006,"57900 Jose Summit, Welland, ON",3,"Thursday, Saturday, Tuesday",42.9918,-79.2359,Welland
12007,"08560 Frank Estates, Sault Ste. Marie, ON",4,"Sunday, Thursday, Wednesday, Monday",46.5208,-84.3469,Sault Ste. Marie
12008,"79210 Willis Spring, Quinte West, ON",2,"Sunday, Monday",44.1802,-77.3711,Quinte West
12009,"59517 Carol Shoal, Woodstock, ON",6,"Wednesday, Tuesday, Friday, Monday, Sunday, Thursday",43.1312,-80.7565,Woodstock
12010,"853 Zachary Walk, St. Catharines, ON",4,"Wednesday, Friday, Thursday, Tuesday",43.1594,-79.2469,St. Catharines
12011,"43789 Andrew Drives, Sault Ste. Marie, ON",4,"Saturday, Tuesday, Thursday, Sunday",46.5208,-84.3469,Sault Ste. Marie
12012,"40597 Kline Cliffs, Port Colborne, ON",4,"Wednesday, Friday, Thursday, Sunday",42.883,-79.232,Port Colborne
12013,"5161 Price Ridges, Cambridge, ON",1,Thursday,43.3601,-80.3127,Cambridge
12014,"144 Sanders Valley, Thorold, ON",7,"Sunday, Saturday, Thursday, Monday, Tuesday, Friday, Wednesday",43.1167,-79.2,Thorold
12015,"49042 Hoffman Summit, Guelph, ON",3,"Friday, Sunday, Tuesday",43.5448,-80.2482,Guelph
12016,"33514 Hogan Plain, North Bay, ON",4,"Monday, Wednesday, Tuesday, Friday",46.3098,-79.46,North Bay
12017,"24165 Stone Village, Brockville, ON",4,"Sunday, Thursday, Saturday, Friday",44.5895,-75.6844,Brockville
12018,"319 Smith Stream, Burlington, ON",3,"Saturday, Thursday, Tuesday",43.3255,-79.799,Burlington
12019,"12578 Davis Loaf, Ottawa, ON",3,"Thursday, Wednesday, Sunday",45.4215,-75.6993,Ottawa
12020,"09492 Smith Extension, Kawartha Lakes, ON",3,"Sunday, Wednesday, Tuesday",44.4254,-78.7877,Kawartha Lakes
12021,"1138 Thompson Corner, Mississauga, ON",4,"Tuesday, Sunday, Monday, Saturday",43.589,-79.6441,Mississauga
12022,"36661 David Divide, Hamilton, ON",6,"Saturday, Wednesday, Friday, Tuesday, Monday, Thursday",43.2557,-79.8711,Hamilton
12023,"891 Kennedy Isle, Kitchener, ON",6,"Friday, Saturday, Thursday, Monday, Tuesday, Sunday",43.4504,-80.4825,Kitchener
12024,"18325 Love Ford, Cornwall, ON",6,"Tuesday, Sunday, Friday, Saturday, Monday, Thursday",45.0185,-74.7397,Cornwall
12025,"401 Fox Pines, Mississauga, ON",3,"Monday, Thursday, Friday",43.589,-79.6441,Mississauga
12026,"568 Melissa Knolls, Kawartha Lakes, ON",4,"Monday, Thursday, Friday, Tuesday",44.4254,-78.7877,Kawartha Lakes
12027,"48949 Fletcher Branch, Chatham, ON",5,"Saturday, Tuesday, Thursday, Wednesday, Sunday",42.4254,-82.1892,Chatham
12028,"076 Rasmussen Way, Kawartha Lakes, ON",6,"Sunday, Tuesday, Saturday, Monday, Wednesday, Friday",44.4254,-78.7877,Kawartha Lakes
12029,"14278 Christina Turnpike, Woodstock, ON",6,"Sunday, Friday, Wednesday, Thursday, Saturday, Monday",43.1312,-80.7565,Woodstock
12030,"931 Foster Valley, Kingston, ON",1,Friday,44.2312,-76.486,Kingston
12031,"2435 Connor Canyon, Owen Sound, ON",5,"Thursday, Tuesday, Monday, Saturday, Wednesday",44.5668,-80.9405,Owen Sound
12032,"1073 Daniel Plaza, Ottawa, ON",4,"Wednesday, Sunday, Tuesday, Thursday",45.4215,-75.6993,Ottawa
12033,"407 William Rue, Burlington, ON",5,"Saturday, Sunday, Tuesday, Thursday, Monday",43.3255,-79.799,Burlington
12034,"6641 Andrew Terrace, Welland, ON",4,"Wednesday, Tuesday, Saturday, Thursday",42.9918,-79.2359,Welland
12035,"006 Julia Crossing, Kingston, ON",4,"Sunday, Tuesday, Saturday, Monday",44.2312,-76.486,Kingston
12036,"44570 Bowman Square, Orillia, ON",3,"Tuesday, Thursday, Saturday",44.6087,-79.42,Orillia
12037,"9714 Cody Squares, Quinte West, ON",4,"Monday, Sunday, Saturday, Thursday",44.1802,-77.3711,Quinte West
12038,"20819 Jackson Mews, Richmond Hill, ON",4,"Monday, Thursday, Tuesday, Friday",43.8828,-79.4407,Richmond Hill
12039,"58375 Miller Parkways, Peterborough, ON",4,"Thursday, Tuesday, Friday, Monday",44.3091,-78.3197,Peterborough
12040,"3203 Robert Green, North Bay, ON",3,"Thursday, Wednesday, Saturday",46.3098,-79.46,North Bay
12041,"57670 Penny Extensions, Peterborough, ON",6,"Sunday, Friday, Thursday, Monday, Saturday, Tuesday",44.3091,-78.3197,Peterborough
12042,"14550 Ronald Rue, Windsor, ON",4,"Wednesday, Friday, Sunday, Monday",42.3149,-83.0364,Windsor
12043,"12517 Romero Fords, Vaughan, ON",3,"Thursday, Sunday, Wednesday",43.8361,-79.4982,Vaughan
12044,"7740 James Camp, Richmond Hill, ON",4,"Friday, Thursday, Wednesday, Saturday",43.8828,-79.4407,Richmond Hill
12045,"539 Harris Corners, Owen Sound, ON",6,"Saturday, Wednesday, Monday, Thursday, Sunday, Tuesday",44.5668,-80.9405,Owen Sound
12046,"0214 Lonnie Well, Cornwall, ON",5,"Sunday, Friday, Thursday, Wednesday, Monday",45.0185,-74.7397,Cornwall
12047,"381 Benjamin Pass, Woodstock, ON",6,"Sunday, Monday, Wednesday, Thursday, Saturday, Friday",43.1312,-80.7565,Woodstock
12048,"49630 Simpson Center, Welland, ON",1,Sunday,42.9918,-79.2359,Welland
12049,"154 Robinson Cliff, Peterborough, ON",1,Thursday,44.3091,-78.3197,Peterborough
